StationCode,Date,fieldcrew,debriscategory,Parameter,Result,resulttext,comments,downstreamupstream,segmentlength,studytype,statelocation,sccwrp_sites_rowid
Greenville - Banning Channel (0-100ft),10/18/2019,Raeann Iller,Plastic,Lid,11,,,Not specified,100 ft,SoCalTally,Southern,15
Greenville - Banning Channel (0-100ft),10/18/2019,Raeann Iller,Plastic,Pens/Markers,5,,,Not specified,100 ft,SoCalTally,Southern,15
Whittier Narrows Nature Center revisit,12/11/2019,Shelly Moore/Miranda Roethler,Plastic,Lid,16,,,Not specified,100 ft,SoCalTally,Southern,40
Whittier Narrows Nature Center revisit,12/11/2019,Shelly Moore/Miranda Roethler,Plastic,Lighters,1,,,Not specified,100 ft,SoCalTally,Southern,40
Aliso Canyon Wash,5/30/2018,Liesl Tiefenthaler; Miranda Roethler; Cody Fees; Shelly Moore,Biohazard,Pet Waste,1,,,Not specified,100 ft,SoCalTally,Southern,1
Aliso Canyon Wash,5/30/2018,Liesl Tiefenthaler; Miranda Roethler; Cody Fees; Shelly Moore,Construction,Fabricated Wood,1,,,Not specified,100 ft,SoCalTally,Southern,1
San Diego Creek (0-300ft),9/13/2019,Dana Shultz/Raeann/Miranda Roethler,Plastic,Bag - single use,65,,,Not specified,300 ft,SoCalTally,Southern,27
San Diego Creek (0-300ft),9/13/2019,Dana Shultz/Raeann/Miranda Roethler,Plastic,Beverage Bottles,38,,,Not specified,300 ft,SoCalTally,Southern,27
San Diego Creek (0-300ft),9/13/2019,Dana Shultz/Raeann/Miranda Roethler,Plastic,Chip Bags,9,,,Not specified,300 ft,SoCalTally,Southern,27
San Diego Creek (0-300ft),9/13/2019,Dana Shultz/Raeann/Miranda Roethler,Plastic,Cigarette Butts,9,,,Not specified,300 ft,SoCalTally,Southern,27
Greenville - Banning Channel (0-100ft),10/18/2019,Raeann Iller,Plastic,Plastic Pipe,5,,,Not specified,100 ft,SoCalTally,Southern,15
Greenville - Banning Channel (0-100ft),10/18/2019,Raeann Iller,Plastic,Plastic Straw Wrapper,2,,,Not specified,100 ft,SoCalTally,Southern,15
San Diego Creek (0-100ft),9/13/2019,Dana Shultz/Raeann,Plastic,Bag - single use,37,,,Not specified,100 ft,SoCalTally,Southern,26
San Diego Creek (0-100ft),9/13/2019,Dana Shultz/Raeann,Plastic,Chip Bags,8,,,Not specified,100 ft,SoCalTally,Southern,26
San Diego Creek (0-100ft),9/13/2019,Dana Shultz/Raeann,Plastic,Cigarette Butts,4,,,Not specified,100 ft,SoCalTally,Southern,26
San Diego Creek (0-100ft),9/13/2019,Dana Shultz/Raeann,Plastic,Container Cap/Pieces,1,,,Not specified,100 ft,SoCalTally,Southern,26
San Diego Creek (0-100ft),9/13/2019,Dana Shultz/Raeann,Plastic,Cups,6,,,Not specified,100 ft,SoCalTally,Southern,26
San Diego Creek (0-100ft),9/13/2019,Dana Shultz/Raeann,Plastic,Foam Cups,1,,,Not specified,100 ft,SoCalTally,Southern,26
San Diego Creek (0-100ft),9/13/2019,Dana Shultz/Raeann,Plastic,Foam Pieces/Pellets,15,,,Not specified,100 ft,SoCalTally,Southern,26
San Diego Creek (0-100ft),9/13/2019,Dana Shultz/Raeann,Plastic,Hard Plastic Container,2,,,Not specified,100 ft,SoCalTally,Southern,26
San Diego Creek (0-100ft),9/13/2019,Dana Shultz/Raeann,Plastic,Hard Plastic Pieces,7,,,Not specified,100 ft,SoCalTally,Southern,26
San Diego Creek (0-100ft),9/13/2019,Dana Shultz/Raeann,Plastic,Lid,7,,,Not specified,100 ft,SoCalTally,Southern,26
San Diego Creek (0-100ft),9/13/2019,Dana Shultz/Raeann,Plastic,Plastic Bottles,1,,,Not specified,100 ft,SoCalTally,Southern,26
San Diego Creek (0-100ft),9/13/2019,Dana Shultz/Raeann,Plastic,Plastic Straw Wrapper,1,,,Not specified,100 ft,SoCalTally,Southern,26
San Diego Creek (0-100ft),9/13/2019,Dana Shultz/Raeann,Plastic,Single Use Container,2,,,Not specified,100 ft,SoCalTally,Southern,26
San Diego Creek (0-100ft),9/13/2019,Dana Shultz/Raeann,Metal,Metal Other,3,,"ketchup packet, hubcap, metal piece",Not specified,100 ft,SoCalTally,Southern,26
San Diego Creek (0-100ft),9/13/2019,Dana Shultz/Raeann,Miscellaneous,Ceramic Pots/Shards,1,,,Not specified,100 ft,SoCalTally,Southern,26
San Diego Creek (0-100ft),9/13/2019,Dana Shultz/Raeann,Miscellaneous,Hose/Hose Pieces,2,,,Not specified,100 ft,SoCalTally,Southern,26
San Diego Creek (0-100ft),9/13/2019,Dana Shultz/Raeann,Miscellaneous,Waxed Paper Cups/Plates,2,,,Not specified,100 ft,SoCalTally,Southern,26
San Diego Creek (0-100ft),9/13/2019,Dana Shultz/Raeann,Miscellaneous,Misc. Other,1,,Paint roller,Not specified,100 ft,SoCalTally,Southern,26
Craig Park (0-300ft),9/11/2019,Shelly Moore/Miranda Roethler,Metal,Aluminum or Steel Cans,6,,,Not specified,300 ft,SoCalTally,Southern,10
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Plastic,Beverage Bottles,29,,,Not specified,100 ft,SoCalTally,Southern,17
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Plastic,Chip Bags,5,,,Not specified,100 ft,SoCalTally,Southern,17
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Plastic,Cigarette Butts,267,,,Not specified,100 ft,SoCalTally,Southern,17
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Plastic,Container Cap/Pieces,35,,,Not specified,100 ft,SoCalTally,Southern,17
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Plastic,Cups,36,,,Not specified,100 ft,SoCalTally,Southern,17
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Plastic,Foam Cups,2,,,Not specified,100 ft,SoCalTally,Southern,17
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Plastic,Foam Food Containers,1,,,Not specified,100 ft,SoCalTally,Southern,17
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Plastic,Foam Pieces/Pellets,-99,H,,Not specified,100 ft,SoCalTally,Southern,17
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Plastic,Hard Plastic Container,25,,,Not specified,100 ft,SoCalTally,Southern,17
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Plastic,Hard Plastic Pieces,284,,,Not specified,100 ft,SoCalTally,Southern,17
San Diego Creek (0-300ft),9/13/2019,Dana Shultz/Raeann/Miranda Roethler,Plastic,Cups,8,,,Not specified,300 ft,SoCalTally,Southern,27
San Diego Creek (0-300ft),9/13/2019,Dana Shultz/Raeann/Miranda Roethler,Plastic,Foam Pieces/Pellets,25,,,Not specified,300 ft,SoCalTally,Southern,27
San Diego Creek (0-300ft),9/13/2019,Dana Shultz/Raeann/Miranda Roethler,Plastic,Hard Plastic Container,3,,,Not specified,300 ft,SoCalTally,Southern,27
San Diego Creek (0-300ft),9/13/2019,Dana Shultz/Raeann/Miranda Roethler,Plastic,Hard Plastic Pieces,13,,,Not specified,300 ft,SoCalTally,Southern,27
San Diego Creek (0-300ft),9/13/2019,Dana Shultz/Raeann/Miranda Roethler,Plastic,Lid,12,,two lids were soft plastic,Not specified,300 ft,SoCalTally,Southern,27
San Diego Creek (0-300ft),9/13/2019,Dana Shultz/Raeann/Miranda Roethler,Plastic,Single Use Container,5,,,Not specified,300 ft,SoCalTally,Southern,27
San Diego Creek (0-300ft),9/13/2019,Dana Shultz/Raeann/Miranda Roethler,Plastic,Soft Plastic Pieces,59,,,Not specified,300 ft,SoCalTally,Southern,27
San Diego Creek (0-300ft),9/13/2019,Dana Shultz/Raeann/Miranda Roethler,Plastic,Straw/Stirrer,4,,,Not specified,300 ft,SoCalTally,Southern,27
San Diego Creek (0-300ft),9/13/2019,Dana Shultz/Raeann/Miranda RoethlerDana Shultz/Raeann/Miranda Roethler,Plastic,Tobacco Wrapper/Pieces,10,,,Not specified,300 ft,SoCalTally,Southern,27
San Diego Creek (0-300ft),9/13/2019,Dana Shultz/Raeann/Miranda Roethler,Plastic,Wrapper/Wrapper Pieces,76,,,Not specified,300 ft,SoCalTally,Southern,27
San Diego Creek (0-300ft),9/13/2019,Dana Shultz/Raeann/Miranda Roethler,Plastic,Plastic Other,23,,"two latex gloves, 1 packaging puff, 1 cigarette lighter, 1 sprinkler, head, 1 sticker, 1 other, Sunglasses (1), Tape (1), Caution tape (2), Foam packing sheets (3), Bubble wrap (1), glove (2), Blister packs (2), Pipe (3), Paint tray (1)",Not specified,300 ft,SoCalTally,Southern,27
Aliso Canyon Wash,5/30/2018,Liesl Tiefenthaler; Miranda Roethler; Cody Fees; Shelly Moore,Glass,Glass Pieces,2,,,Not specified,100 ft,SoCalTally,Southern,1
Aliso Canyon Wash,5/30/2018,Liesl Tiefenthaler; Miranda Roethler; Cody Fees; Shelly Moore,Metal,Aluminum or Steel Cans,1,,,Not specified,100 ft,SoCalTally,Southern,1
LA River- Sherman Oaks,5/30/2018,Liesl Tiefenthaler; Miranda Roethler; Cody Fees; Shelly Moore,Plastic,Bag - single use,1,,,Not specified,100 ft,SoCalTally,Southern,18
LA River- Sherman Oaks,5/30/2018,Liesl Tiefenthaler; Miranda Roethler; Cody Fees; Shelly Moore,Plastic,Cigarette Butts,1,,,Not specified,100 ft,SoCalTally,Southern,18
LA River- Sherman Oaks,5/30/2018,Liesl Tiefenthaler; Miranda Roethler; Cody Fees; Shelly Moore,Plastic,Foam Packing Peanuts,1,,,Not specified,100 ft,SoCalTally,Southern,18
LA River- Sherman Oaks,5/30/2018,Liesl Tiefenthaler; Miranda Roethler; Cody Fees; Shelly Moore,Plastic,Foam Pieces/Pellets,2,,,Not specified,100 ft,SoCalTally,Southern,18
LA River- Sherman Oaks,5/30/2018,Liesl Tiefenthaler; Miranda Roethler; Cody Fees; Shelly Moore,Plastic,Hard Plastic Pieces,2,,,Not specified,100 ft,SoCalTally,Southern,18
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Plastic,Lid,34,,,Not specified,100 ft,SoCalTally,Southern,17
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Plastic,Lighters,5,,,Not specified,100 ft,SoCalTally,Southern,17
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Plastic,Pens/Markers,2,,,Not specified,100 ft,SoCalTally,Southern,17
LA River- Sherman Oaks,5/30/2018,Liesl Tiefenthaler; Miranda Roethler; Cody Fees; Shelly Moore,Plastic,Straw/Stirrer,1,,,Not specified,100 ft,SoCalTally,Southern,18
LA River- Sherman Oaks,5/30/2018,Liesl Tiefenthaler; Miranda Roethler; Cody Fees; Shelly Moore,Fabric and Cloth,Synthetic Fabric,1,,,Not specified,100 ft,SoCalTally,Southern,18
LA River- Sherman Oaks,5/30/2018,Liesl Tiefenthaler; Miranda Roethler; Cody Fees; Shelly Moore,Biodegradable,Paper/ cardboard,7,,,Not specified,100 ft,SoCalTally,Southern,18
LA River- Sherman Oaks,5/30/2018,Liesl Tiefenthaler; Miranda Roethler; Cody Fees; Shelly Moore,Biohazard,Dead Animals,1,,,Not specified,100 ft,SoCalTally,Southern,18
LA River- Sherman Oaks,5/30/2018,Liesl Tiefenthaler; Miranda Roethler; Cody Fees; Shelly Moore,Construction,Bricks,1,,,Not specified,100 ft,SoCalTally,Southern,18
LA River- Sherman Oaks,5/30/2018,Liesl Tiefenthaler; Miranda Roethler; Cody Fees; Shelly Moore,Construction,Rebar,1,,,Not specified,100 ft,SoCalTally,Southern,18
LA River- Sherman Oaks,5/30/2018,Liesl Tiefenthaler; Miranda Roethler; Cody Fees; Shelly Moore,Glass,Glass Pieces,1,,,Not specified,100 ft,SoCalTally,Southern,18
LA River- Sherman Oaks,5/30/2018,Liesl Tiefenthaler; Miranda Roethler; Cody Fees; Shelly Moore,Miscellaneous,E-Waste,1,,Electronic cigarette,Not specified,100 ft,SoCalTally,Southern,18
LA River- Sherman Oaks,5/30/2018,Liesl Tiefenthaler; Miranda Roethler; Cody Fees; Shelly Moore,Miscellaneous,Waxed paper cups/Plates,1,,,Not specified,100 ft,SoCalTally,Southern,18
Barton Flats,6/7/2018,Liesl Tiefenthaler; Miranda Roethler; Cody Fees; Shelly Moore,Plastic,Hard Plastic Pieces,1,,,Not specified,100 ft,SoCalTally,Southern,4
Barton Flats,6/7/2018,Liesl Tiefenthaler; Miranda Roethler; Cody Fees; Shelly Moore,Biodegradable,Paper/ cardboard,1,,,Not specified,100 ft,SoCalTally,Southern,4
Boquet Canyon,6/8/2018,Dana Shultz,Plastic,Beverage Bottles,2,,,Not specified,100 ft,SoCalTally,Southern,5
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Plastic,Plastic Pipe,1,,,Not specified,100 ft,SoCalTally,Southern,17
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Plastic,Plates,1,,,Not specified,100 ft,SoCalTally,Southern,17
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Plastic,Single Use Container,18,,,Not specified,100 ft,SoCalTally,Southern,17
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Plastic,Soft Plastic Pieces,47,,,Not specified,100 ft,SoCalTally,Southern,17
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Plastic,Straw/Stirrer,28,,,Not specified,100 ft,SoCalTally,Southern,17
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Plastic,Tarp,1,,,Not specified,100 ft,SoCalTally,Southern,17
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Plastic,Tobacco Wrapper/Pieces,4,,,Not specified,100 ft,SoCalTally,Southern,17
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Plastic,Wrapper/Wrapper Pieces,83,,,Not specified,100 ft,SoCalTally,Southern,17
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Plastic,Plastic Other,21,,"3 dental picks, 2 filters, 3 toys, 2 blisterpacks, 1 razor, 4 tape, 2 utensils, 1 chapstick, 3 gloves",Not specified,100 ft,SoCalTally,Southern,17
Greenville - Banning Channel (0-100ft),10/18/2019,Raeann Iller,Plastic,Single Use Container,14,,,Not specified,100 ft,SoCalTally,Southern,15
Greenville - Banning Channel (0-100ft),10/18/2019,Raeann Iller,Plastic,Soft Plastic Pieces,-99,H,,Not specified,100 ft,SoCalTally,Southern,15
Greenville - Banning Channel (0-100ft),10/18/2019,Raeann Iller,Plastic,Straw/Stirrer,13,,,Not specified,100 ft,SoCalTally,Southern,15
Craig Park (0-300ft),9/11/2019,Shelly Moore/Miranda Roethler,Metal,Metal Other,2,,"License plate, ""Ford"" metal piece",Not specified,300 ft,SoCalTally,Southern,10
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Biohazard,Dead Animals,6,,,Not specified,100 ft,SoCalTally,Southern,17
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Biohazard,Medical waste,3,,,Not specified,100 ft,SoCalTally,Southern,17
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Biohazard,Biohazard Other,14,,14 bones,Not specified,100 ft,SoCalTally,Southern,17
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Construction,Fabricated Wood,7,,,Not specified,100 ft,SoCalTally,Southern,17
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Construction,Rebar,1,,,Not specified,100 ft,SoCalTally,Southern,17
San Diego Creek (0-300ft),9/13/2019,Dana Shultz/Raeann/Miranda Roethler,Fabric and Cloth,Synthetic Fabric,5,,"waxes material (1), sandbag (2)",Not specified,300 ft,SoCalTally,Southern,27
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Construction,Construction Other,1,,1 plier,Not specified,100 ft,SoCalTally,Southern,17
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Glass,Glass Bottles,1,,,Not specified,100 ft,SoCalTally,Southern,17
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Glass,Glass Pieces,33,,,Not specified,100 ft,SoCalTally,Southern,17
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Glass,Glass Other,1,,1 light bulb,Not specified,100 ft,SoCalTally,Southern,17
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Metal,Aluminum Foil pieces,25,,,Not specified,100 ft,SoCalTally,Southern,17
San Diego Creek (0-100ft),9/13/2019,Dana Shultz/Raeann,Plastic,Soft Plastic Pieces,17,,,Not specified,100 ft,SoCalTally,Southern,26
San Diego Creek (0-100ft),9/13/2019,Dana Shultz/Raeann,Plastic,Straw/Stirrer,1,,,Not specified,100 ft,SoCalTally,Southern,26
San Diego Creek (0-100ft),9/13/2019,Dana Shultz/Raeann,Plastic,Tobacco Wrapper/Pieces,9,,,Not specified,100 ft,SoCalTally,Southern,26
San Diego Creek (0-100ft),9/13/2019,Dana Shultz/Raeann,Plastic,Wrapper/Wrapper Pieces,55,,,Not specified,100 ft,SoCalTally,Southern,26
San Diego Creek (0-100ft),9/13/2019,Dana Shultz/Raeann,Plastic,Plastic Other,7,,"two latex gloves, 1 packaging puff, 1 cigarette lighter, 1 sprinkler head, 1 sticker, 1 other",Not specified,100 ft,SoCalTally,Southern,26
San Diego Creek (0-100ft),9/13/2019,Dana Shultz/Raeann,Fabric and Cloth,Synthetic Fabric,2,,,Not specified,100 ft,SoCalTally,Southern,26
San Diego Creek (0-100ft),9/13/2019,Dana Shultz/Raeann,Biodegradable,Food Waste,1,,,Not specified,100 ft,SoCalTally,Southern,26
Craig Park (0-100ft),9/11/2019,Shelly Moore/Miranda Roethler,Metal,Aluminum or Steel Cans,2,,,Not specified,100 ft,SoCalTally,Southern,9
Craig Park (0-100ft),9/11/2019,Shelly Moore/Miranda Roethler,Metal,Metal Other,1,,License plate,Not specified,100 ft,SoCalTally,Southern,9
Craig Park (0-100ft),9/11/2019,Shelly Moore/Miranda Roethler,Miscellaneous,Sports Balls,1,,,Not specified,100 ft,SoCalTally,Southern,9
Craig Park (0-100ft),9/11/2019,Shelly Moore/Miranda Roethler,Large,Garbage Bags of Trash,0,,"No, both in 300 ft transect -DS 11/4/19",Not specified,100 ft,SoCalTally,Southern,9
San Diego Creek (0-100ft),9/13/2019,Dana Shultz/Raeann,Plastic,Bag - reusable,1,,,Not specified,100 ft,SoCalTally,Southern,26
Trabuco Creek (0-100ft),9/24/2019,Kelcey Chung,Plastic,Straw/Stirrer,2,,,Not specified,100 ft,SoCalTally,Southern,37
Trabuco Creek (0-100ft),9/24/2019,Kelcey Chung,Plastic,Wrapper/Wrapper Pieces,6,,,Not specified,100 ft,SoCalTally,Southern,37
Trabuco Creek (0-100ft),9/24/2019,Kelcey Chung,Plastic,Plastic Other,2,,2 forks,Not specified,100 ft,SoCalTally,Southern,37
Trabuco Creek (0-300ft),9/24/2019,Kelcey Chung/Miranda Roethler,Plastic,Bag - single use,36,,,Not specified,300 ft,SoCalTally,Southern,38
Trabuco Creek (0-100ft),9/24/2019,Kelcey Chung,Fabric and Cloth,Shoes,2,,,Not specified,100 ft,SoCalTally,Southern,37
Trabuco Creek (0-100ft),9/24/2019,Kelcey Chung,Fabric and Cloth,Synthetic Fabric,4,,,Not specified,100 ft,SoCalTally,Southern,37
Trabuco Creek (0-100ft),9/24/2019,Kelcey Chung,Fabric and Cloth,Fabric Other,1,,1 Stuffed animal,Not specified,100 ft,SoCalTally,Southern,37
Trabuco Creek (0-100ft),9/24/2019,Kelcey Chung,Large,Garbage Bags of Trash,1,,Bag of trash was small,Not specified,100 ft,SoCalTally,Southern,37
Trabuco Creek (0-100ft),9/24/2019,Kelcey Chung,Large,Tires,1,,1 Bicycle wheel,Not specified,100 ft,SoCalTally,Southern,37
Trabuco Creek (0-100ft),9/24/2019,Kelcey Chung,Biodegradable,Food Waste,1,,,Not specified,100 ft,SoCalTally,Southern,37
Trabuco Creek (0-100ft),9/24/2019,Kelcey Chung,Biodegradable,Paper/ cardboard,5,,,Not specified,100 ft,SoCalTally,Southern,37
Trabuco Creek (0-100ft),9/24/2019,Kelcey Chung,Biodegradable,Biodegradable Other,1,,1 popsicle stick,Not specified,100 ft,SoCalTally,Southern,37
Trabuco Creek (0-100ft),9/24/2019,Kelcey Chung,Biohazard,Human Waste/Diapers/TP,4,,4 baby wipes,Not specified,100 ft,SoCalTally,Southern,37
Trabuco Creek (0-100ft),9/24/2019,Kelcey Chung,Construction,Bricks,5,,,Not specified,100 ft,SoCalTally,Southern,37
Trabuco Creek (0-100ft),9/24/2019,Kelcey Chung,Construction,Concrete/Asphalt,4,,,Not specified,100 ft,SoCalTally,Southern,37
Trabuco Creek (0-100ft),9/24/2019,Kelcey Chung,Construction,Fabricated Wood,1,,,Not specified,100 ft,SoCalTally,Southern,37
Trabuco Creek (0-100ft),9/24/2019,Kelcey Chung,Construction,Construction Other,1,,1 Wood pallet,Not specified,100 ft,SoCalTally,Southern,37
Trabuco Creek (0-100ft),9/24/2019,Kelcey Chung,Glass,Glass Bottles,2,,,Not specified,100 ft,SoCalTally,Southern,37
Trabuco Creek (0-100ft),9/24/2019,Kelcey Chung,Metal,Aluminum Foil pieces,2,,,Not specified,100 ft,SoCalTally,Southern,37
Trabuco Creek (0-100ft),9/24/2019,Kelcey Chung,Metal,Aluminum or Steel Cans,2,,,Not specified,100 ft,SoCalTally,Southern,37
Trabuco Creek (0-100ft),9/24/2019,Kelcey Chung,Metal,Metal Pipe/Bar Segments,6,,,Not specified,100 ft,SoCalTally,Southern,37
Trabuco Creek (0-100ft),9/24/2019,Kelcey Chung,Miscellaneous,E-waste,1,,1 speaker,Not specified,100 ft,SoCalTally,Southern,37
Trabuco Creek (0-100ft),9/24/2019,Kelcey Chung,Miscellaneous,Rubber/Rubber Pieces,1,,,Not specified,100 ft,SoCalTally,Southern,37
Trabuco Creek (0-100ft),9/24/2019,Kelcey Chung,Miscellaneous,Sports Balls,1,,,Not specified,100 ft,SoCalTally,Southern,37
Trabuco Creek (0-100ft),9/24/2019,Kelcey Chung,Miscellaneous,Misc. Other,5,,"1 kickboard, 1 electrical chord, 2 plastic coated wires, 1 pringles can",Not specified,100 ft,SoCalTally,Southern,37
San Gabriel River at Wardlow,9/6/2018,Miranda Roethler,Biohazard,Dead Animals,1,,,Not specified,100 ft,SoCalTally,Southern,32
Trabuco Creek (0-300ft),9/24/2019,Kelcey Chung/Miranda Roethler,Fabric and Cloth,Fabric Other,5,,"1 Stuffed animal, 2 shoelaces, 1 leather, 1 stuffed animal",Not specified,300 ft,SoCalTally,Southern,38
San Diego Creek (0-300ft),9/13/2019,Dana Shultz/Raeann/Miranda Roethler,Biodegradable,Paper/ cardboard,121,,"includes napkins, receipts, reports",Not specified,300 ft,SoCalTally,Southern,27
San Diego Creek (0-300ft),9/13/2019,Dana Shultz/Raeann/Miranda Roethler,Construction,Fabricated Wood,4,,,Not specified,300 ft,SoCalTally,Southern,27
San Diego Creek (0-300ft),9/13/2019,Dana Shultz/Raeann/Miranda Roethler,Metal,Aluminum Foil pieces,9,,,Not specified,300 ft,SoCalTally,Southern,27
San Diego Creek (0-300ft),9/13/2019,Dana Shultz/Raeann/Miranda Roethler,Metal,Aluminum or Steel Cans,9,,,Not specified,300 ft,SoCalTally,Southern,27
San Diego Creek (0-300ft),9/13/2019,Dana Shultz/Raeann/Miranda Roethler,Metal,Metal Other,6,,"ketchup packet, hubcap, metal piece, bike parts (2), rusty metal sheet (1)",Not specified,300 ft,SoCalTally,Southern,27
San Diego Creek (0-300ft),9/13/2019,Dana Shultz/Raeann/Miranda Roethler,Miscellaneous,Ceramic Pots/Shards,9,,6 from same source but spread out,Not specified,300 ft,SoCalTally,Southern,27
San Diego Creek (0-300ft),9/13/2019,Dana Shultz/Raeann/Miranda Roethler,Miscellaneous,Misc. Other,2,,"Paint roller, plastic coasted wire",Not specified,300 ft,SoCalTally,Southern,27
Boquet Canyon,6/8/2018,Dana Shultz,Plastic,Cups,1,,,Not specified,100 ft,SoCalTally,Southern,5
Boquet Canyon,6/8/2018,Dana Shultz,Large,Furniture/Appliances,1,,Lounge chair,Not specified,100 ft,SoCalTally,Southern,5
Boquet Canyon,6/8/2018,Dana Shultz,Construction,Bricks,1,,,Not specified,100 ft,SoCalTally,Southern,5
Boquet Canyon,6/8/2018,Dana Shultz,Construction,Concrete/Asphalt,1,,,Not specified,100 ft,SoCalTally,Southern,5
Boquet Canyon,6/8/2018,Dana Shultz,Miscellaneous,Sports Balls,1,,tennis ball,Not specified,100 ft,SoCalTally,Southern,5
Santa Paula River,6/8/2018,Shelly Moore,Fabric and Cloth,Synthetic Fabric,1,,,Not specified,100 ft,SoCalTally,Southern,36
Trabuco Creek (0-300ft),9/24/2019,Kelcey Chung/Miranda Roethler,Large,Garbage Bags of Trash,2,,Bag of trash was small,Not specified,300 ft,SoCalTally,Southern,38
Trabuco Creek (0-300ft),9/24/2019,Kelcey Chung/Miranda Roethler,Biodegradable,Food Waste,2,,,Not specified,300 ft,SoCalTally,Southern,38
Trabuco Creek (0-300ft),9/24/2019,Kelcey Chung/Miranda Roethler,Biodegradable,Paper/ cardboard,60,,,Not specified,300 ft,SoCalTally,Southern,38
Trabuco Creek (0-300ft),9/24/2019,Kelcey Chung/Miranda Roethler,Construction,Bricks,28,,,Not specified,300 ft,SoCalTally,Southern,38
Trabuco Creek (0-300ft),9/24/2019,Kelcey Chung/Miranda Roethler,Construction,Fabricated Wood,14,,"Most of this category is actually some sort of plastic/silicone that looks like fab wood.  Didn,,t realize this until mostly all were tallied.  Tallies mixed in with true fabricated wood.",Not specified,300 ft,SoCalTally,Southern,38
Trabuco Creek (0-300ft),9/24/2019,Kelcey Chung/Miranda Roethler,Glass,Glass Bottles,3,,,Not specified,300 ft,SoCalTally,Southern,38
Trabuco Creek (0-300ft),9/24/2019,Kelcey Chung/Miranda Roethler,Metal,Aluminum Foil pieces,3,,,Not specified,300 ft,SoCalTally,Southern,38
Trabuco Creek (0-300ft),9/24/2019,Kelcey Chung/Miranda Roethler,Metal,Aluminum or Steel Cans,4,,,Not specified,300 ft,SoCalTally,Southern,38
Aliso Creek at Woodfield Park (0-100ft),9/25/2019,Miranda Roethler,Plastic,Lid,1,,,Not specified,100 ft,SoCalTally,Southern,2
Trabuco Creek (0-300ft),9/24/2019,Kelcey Chung/Miranda Roethler,Metal,Metal Pipe/Bar Segments,15,,1 broom handle,Not specified,300 ft,SoCalTally,Southern,38
Trabuco Creek (0-300ft),9/24/2019,Kelcey Chung/Miranda Roethler,Miscellaneous,Rubber/Rubber Pieces,4,,,Not specified,300 ft,SoCalTally,Southern,38
Trabuco Creek (0-300ft),9/24/2019,Kelcey Chung/Miranda Roethler,Miscellaneous,Sports Balls,2,,,Not specified,300 ft,SoCalTally,Southern,38
Trabuco Creek (0-300ft),9/24/2019,Kelcey Chung/Miranda Roethler,Miscellaneous,Misc. Other,15,,"1 kickboard, 1 electrical chord, 2 plastic coated wires, 1 pringles can, 3 pencil sharpeners, 5 twist ties, 2 plastic coated wires",Not specified,300 ft,SoCalTally,Southern,38
Aliso Creek at Woodfield Park (0-300ft),9/25/2019,Miranda Roethler,Plastic,Bag - single use,26,,,Not specified,300 ft,SoCalTally,Southern,3
Aliso Creek at Woodfield Park (0-100ft),9/25/2019,Miranda Roethler,Plastic,Bag - single use,3,,,Not specified,100 ft,SoCalTally,Southern,2
Aliso Creek at Woodfield Park (0-100ft),9/25/2019,Miranda Roethler,Plastic,Beverage Bottles,1,,,Not specified,100 ft,SoCalTally,Southern,2
Santa Paula River,6/8/2018,Shelly Moore,Glass,Glass Pieces,1,,"Just ouside of the bank full width 2 chip bags, 1 cardboard beer holder, 4 water bottles and 1 beer can were found",Not specified,100 ft,SoCalTally,Southern,36
Craig Regional Park,6/12/2018,Miranda Roethler,Plastic,Bag - single use,3,,,Not specified,100 ft,SoCalTally,Southern,11
